Index	Target	x0	x1	x2	x3
0	8.110590152586507	0.5089482186164319	2.929280844054679	0.26441755734989947	1.7652773558739685
1	0.3269557476914582	2.4691192617296895	2.0870764082246422	2.1589996160380847	1.7335598367776361
2	3.658714645443934	0.9579023033286569	0.21247324984799976	2.0353879431141637	0.27384027936195465
3	0.03235251785717899	1.3910801033452715	1.5302790966696285	2.3579216324758603	2.244008691531187
4	0.9614341991418616	0.46774175432360543	0.3930693232912904	0.45838075456545946	1.4360607774694696
5	6.591864433077347	2.9020967191719014	0.3405731448685755	2.51738010862291	2.691912086683262
6	1.6547005757112554	1.5296458949387546	0.4450665609485641	0.3543170152108296	1.0459731754470054
7	0.8635055658696507	1.9523354077104162	2.325832087854075	2.0291188810876095	1.1782335798916632
8	6.329769005103722	2.153316142353539	0.11619123230770567	2.710956349748094	1.2345109203554334
9	0.4113642026719462	1.4616622800373582	2.0575505815424044	2.6188580740449305	2.8560949489218714
10	0.05011254481135014	1.1480924695772687	1.1099362479984203	1.7968003981325045	1.5762178794095196
11	0.0015369602101420073	1.6113257825778777	1.6343088730688287	1.5780179363451785	1.609778568606309
12	6.484088074313553	0.18387946220819784	2.659395593118196	2.416754296642126	1.8201740757849927
13	3.3256783362595947	1.761317009766761	0.14474545099378167	1.4446617625486353	2.2886847075127483
14	13.39209226492252	2.89806658109503	0.17260798565420055	0.24596696717470112	2.688090573682001
15	1.284378181404074	1.8595385323323532	2.804705236693767	0.7434437709124213	1.3687741494889445
16	0.699780289780252	1.1984155641580663	1.1209069621645358	2.51021792062078	1.677287727629038
17	3.6859514497262595	0.344938639354501	1.578962776624492	0.2385676680558817	1.7093279742789296
18	0.7190957938734789	1.2285297623554756	2.0322028551365072	1.506403224730837	1.2358383456107815
19	3.5191693848088983	0.9584874329119581	1.3112230627241854	0.22128216335670825	2.0637660738074532
20	1.1348135776056136	2.2438032422010936	1.7284077707747114	1.8015089806197055	2.7338077984022826
21	4.4127058317717065	0.10141836665387394	2.0261712965992027	1.6435379049689451	2.4849842730985956
22	1.2066130365835184	2.170751740384513	1.082354679375652	0.3866767066222887	0.23833630696396102
23	3.629493087436596	2.5212961036469874	0.6186954894794261	1.8899374781832359	1.9879374292332983
24	0.03022271613566188	2.6185189476364874	2.7408946524580395	0.7369419426254209	0.6134635922756927
25	2.250977341775944	2.0407355478352853	1.4502607704644621	1.739057948989799	0.35981290946099187
26	2.983503085294454	1.2755156831916046	2.99211790816891	0.45486039975628634	0.6466412290834577
27	1.464473827229065	0.9035969940228432	1.0394197538967433	1.7432132453590068	2.9457214595219297
28	0.28532218202966414	0.01966736545115788	0.5497251788215834	1.2962455555536554	1.3622826399428623
29	1.4055507732115002	0.8827662842778978	1.6689223742248356	1.8776392909940238	2.765056540911357
30	2.7970711207067147	1.5121810992336675	2.563872601555635	1.1214651718042727	2.421855922559782
31	7.2209610225642145	0.1042310314019319	2.549291230989811	0.6901792485164664	1.8049176227350512
32	1.4514696047307658	2.9505136891735853	2.4885467692739383	0.40597419817287206	1.5186539228237703
33	4.05818371723104	1.0075390331093736	0.8748874660957741	0.22586736476139924	2.2359885747882666
34	2.0110930558423834	1.4180179998156315	0.24565367107749891	1.067629030875152	0.2697224344963709
35	5.377658044614447	2.5566099386173353	0.4775372495082659	1.3412788777207676	2.3684666882088155
36	9.889261673251283	0.1346378255515821	2.6399348195152488	0.40578796490817215	2.306511154982913
37	0.700288978506568	1.2003046983923067	1.9616798352244558	1.3199837585726564	0.9727131443243524
38	0.7808816279887087	1.044518261424332	0.420529959941944	1.289890553350947	1.9156063255685196
39	0.26958666406652276	1.4068169145267486	1.7383960729647177	0.6449492833739641	1.0445014398643164
40	0.6464649347321103	0.7464431740562225	1.5285078408606816	1.5815087928144314	1.7681629962713603
41	0.11037308847702178	2.479354099580545	2.245277014517115	1.6269725804668735	1.8627288247643035
42	4.006740661127582	0.7188099884571675	2.6623114908505325	0.17142330449088783	0.6505293171042912
43	7.037081606407649	1.6181841646370145	1.2768536614532908	2.70074354581472	0.07004495152384349
44	5.7261840682323655	2.0599605165763895	0.4655091751765199	1.9116949845898557	0.12734384534048626
45	3.855303943732752	0.13193435502499828	2.04043729064694	1.981862645097261	1.520429563865343
46	1.3499163979220001	0.8043762383014799	1.963173571037209	2.7191907208308326	2.6348987308996406
47	1.02065989124847	1.8820617214061552	2.4929016791357324	2.712843005382292	1.908147760404792
48	1.287893314405121	0.007663150959585807	1.0977390559643734	0.41744913999827515	0.10181036587013637
49	0.7486858309153991	0.8075646956728083	0.6942095142695723	1.7015039197303259	2.5593130090762237
